# poeAI opening book v1
# format: prefix_usi_moves|bestmove|count
# empty prefix means startpos
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 7i6h 8e8f 8g8f 8b8f|6i7h|156
7g7f 8c8d 7i6h 3c3d 6h7g 4a3b 2g2f 3a4b 2f2e 4b3c|3g3f|156
2g2f 8c8d 2f2e 8d8e 7g7f 3c3d 6i7h 8e8f 8g8f 8b8f|2e2d|153
2h7h 8c8d 7g7f 8d8e 8h7g 5a4b 1g1f 1c1d 6g6f 3c3d|3i3h|153
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 5a4b 6i7h 2b7g+|8h7g|152
2g2f 3c3d 7g7f 9c9d 2f2e 9d9e 5i6h 2b8h+ 7i8h 3a2b|3i4h|151
7g7f 5a4b 6i7h 7a7b 7i6h 3a3b 4i5h 6c6d 8h5e 7b6c|6h7g|151
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5i6h 9d9e 5g5f 8b4b|6h7h|150
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 5a5b|2e2d|149
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 6i7h 4c4d|2f2e|149
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 7g7f 8e8f|8g8f|147
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 4c4d|4g4f|146
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b3b 5i6h 5a6b|6h7h|144
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 3i3h 7a7b 9g9f 3c3d|2e2d|143
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 2e2d 2c2d|2h2d|143
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i8h 2b3c|7g3c+|143
7g7f 4a3b 2g2f 8c8d 7i7h 3c3d 7h7g 3a4b 2f2e 4b3c|3g3f|143
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 8h7g 3c3d 7i8h 2b7g+|8h7g|142
7g7f 8b5b 2h7h 5a6b 7f7e 6b7b 5i4h 5c5d 4h3h 7b8b|3h2h|142
7g7f 8c8d 6i7h 4a3b 2g2f 8d8e 8h7g 3c3d 7i6h 2b7g+|6h7g|142
5i6h 8c8d 4i5i 8d8e 2h5h 8e8f 8g8f 8b8f 6i7h P*8g|P*8b|140
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 5i6h 3a3b 6h7h 8b4b|4i5h|139
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i6h 2b3c|2e2d|138
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 7i7h 8b4b 9g9f 9c9d|4i5h|137
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 3i3h 7a6b|2f2e|136
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 5i6h 8c8d 6h7h 8b2b|7i6h|132
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 3i3h 7a7b 9g9f 8e8f|8g8f|132
2h7h 8c8d 7g7f 8d8e 8h7g 3c3d 6g6f 6a5b 1g1f 1c1d|3i3h|132
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b3b 5i6h 3a4b|6h7h|131
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 3a3b 2g2f 6c6d|2f2e|131
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b4b 5i6h 5a6b|6h7h|127
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i6h 9c9d|9g9f|127
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 2e2d 2c2d 2h2d P*2c|2d2h|126
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 2b7g+|6h7g|126
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 3i4h 7a6b|3g3f|125
7g7f 8c8d 2g2f 3c3d 2f2e 4a3b 6i7h 8d8e 2e2d 2c2d|2h2d|125
2g2f 3c3d 7g7f 4c4d 3i4h 8c8d 2f2e 2b3c 3g3f 8d8e|8h7g|122
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 6i7h 8e8f 8g8f 8b8f|2e2d|122
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 5i6h 3a3b 3i4h 3b4c|4i5h|121
2g2f 4a3b 2f2e 8c8d 7g7f 8d8e 8h7g 3c3d 7i7h 2b7g+|7h7g|121
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 3i3h 9c9d 9g9f 7a7b|3g3f|121
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 5a4b|2f2e|121
2h7h 8c8d 7g7f 8d8e 8h7g 1c1d 1g1f 5a4b 6g6f 7a6b|5i4h|119
7g7f 5a6b 2h7h 7a7b 5i4h 4a5b 4h3h 3a4b 7f7e 9c9d|7h7f|119
7g7f 8c8d 7i6h 3c3d 6h7g 3a4b 2g2f 7a6b 2f2e 4b3c|3g3f|119
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5i6h 9d9e 4i5h 3a3b|5g5f|117
2h7h 8c8d 7g7f 5a4b 7f7e 1c1d 1g1f 6c6d 5i4h 7a6b|3i3h|117
7g7f 8c8d 6i7h 4a3b 2g2f 8d8e 8h7g 3c3d 7i8h 4c4d|2f2e|117
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 3i3h 8e8f 8g8f 8b8f|P*8g|116
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 7g7f 8e8f 8g8f 8b8f|2e2d|116
7g7f 8c8d 2g2f 3c3d 2f2e 8d8e 6i7h 8e8f 8g8f 8b8f|2e2d|116
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i7h 4a3b 2f2e 2b7g+|7h7g|116
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 5i6h 8b5b 4i5h 5a6b|6h7h|115
7g7f 3c3d 2g2f 4a3b 2f2e 2b8h+ 7i8h 3a2b 3i3h 2b3c|3g3f|115
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a2b|3i3h|115
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 2f2e 2b3c 3g3f 3a3b|5i6h|114
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 4i5h 5d5e 3i4h 2b3c|5i6h|114
2g2f 3c3d 7g7f 4c4d 3i4h 8b4b 5i6h 5a6b 6h7h 6b7b|5g5f|113
2g2f 8c8d 2f2e 4a3b 2e2d 2c2d 6i7h 3b2c 7g7f 3c3d|5i6h|113
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 7g7f 3c3d 2e2d 2c2d|2h2d|112
7g7f 5a4b 2g2f 3c3d 2f2e 4a3b 2e2d 2c2d 2h2d 2b8h+|7i8h|112
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a4b|6i7h|111
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 3i4h 7a6b|3g3f|111
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 4a3b 3i3h 7a6b|2g2f|111
2g2f 8c8d 7g7f 3c3d 2f2e 4a3b 6i7h 8d8e 2e2d 2c2d|2h2d|110
7g7f 3c3d 1g1f 8c8d 6g6f 7a6b 1f1e 5a4b 7i7h 4b3b|8h7g|110
2g2f 3c3d 7g7f 4c4d 2f2e 3a3b 2e2d 2c2d 2h2d 2b3c|2d2h|109
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 7a7b 3i3h 1c1d|3g3f|109
2g2f 3c3d 7g7f 4c4d 3i4h 8b4b 9g9f 5a6b 9f9e 6b7b|5i6h|108
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b2b 5i6h 5a6b|6h7h|108
2g2f 7a6b 2f2e 4a3b 7g7f 8c8d 6i7h 1c1d 2e2d 2c2d|2h2d|107
7g7f 8b5b 2g2f 5a6b 2f2e 6b7b 2e2d 2c2d 2h2d 3c3d|6g6f|107
7g7f 8c8d 2g2f 3c3d 2f2e 4a3b 5i5h 8d8e 2e2d 2b8h+|7i8h|107
7g7f 8c8d 7i7h 3c3d 7h7g 7a6b 2g2f 3a4b 2f2e 4b3c|3g3f|107
2g2f 8c8d 2f2e 4a3b 6i7h 8d8e 7g7f 8e8f 8g8f 8b8f|2e2d|105
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i4h 8e8f 8g8f 8b8f|P*8g|105
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 8e8f 8g8f 8b8f|P*8g|105
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 3a4b|3i3h|105
7g7f 8c8d 7i6h 3c3d 6h7g 7c7d 2g2f 8d8e 2f2e 8a7c|6i7h|104
2g2f 3c3d 7g7f 4a3b 2f2e 2b8h+ 7i8h 5a4b 2e2d 2c2d|2h2d|103
7g7f 8c8d 6i7h 3c3d 2g2f 8d8e 2f2e 4a3b 2e2d 2c2d|2h2d|103
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 6i7h 3c3d 2e2d 2c2d|2h2d|102
7g7f 4a3b 2g2f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 2b7g+|6h7g|102
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 5i6h 8b3b 6h7h 3a4b|6i6h|101
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 7a7b 1g1f 1c1d|3i3h|101
2g2f 8c8d 6i7h 8d8e 7g7f 8e8f 8g8f 8b8f 2f2e 4a3b|2e2d|101
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i6h 2b4d|1g1f|100
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 6c6d 2g2f 3a3b|6i7h|100
7g7f 4a3b 2g2f 9c9d 2f2e 9d9e 2e2d 2c2d 2h2d 3c3d|2d2h|99
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 3i3h 7a6b|2f2e|99
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i6h 5a4b|2e2d|98
2g2f 8c8d 7g7f 8d8e 2f2e 3c3d 6i7h 4a3b 2e2d 2c2d|2h2d|98
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b 8h7g 3c3d 6g6f 2b3c|1g1f|98
7g7f 3c3d 6i7h 8c8d 2g2f 4a3b 2f2e 5a4b 2e2d 2c2d|2h2d|98
7g7f 8c8d 6i7h 4a3b 2g2f 8d8e 8h7g 3c3d 7i6h 4c4d|3i4h|98
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d 2e2d 2c2d 2h2d P*2h|3i2h|97
2g2f 3c3d 7g7f 4c4d 3i4h 9c9d 5i6h 9d9e 4i5h 3a4b|2f2e|96
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 3i3h 7a7b 9g9f 9c9d|5i6h|96
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 9g9f 9c9d 3i3h 7a7b|5i6h|96
2h7h 1c1d 1g1f 3c3d 7i6h 8c8d 7g7f 5a4b 6g6f 8d8e|8h7g|96
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 4i5h 5a6b 5i6h 5d5e|3i4h|96
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 6c6d 5g5f 3a3b|2g2f|96
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3i4h 3a3b 3g3f 3b4c|5i6h|95
7g7f 3c3d 6g6f 8c8d 2h6h 8d8e 8h7g 7a6b 7i7h 5a4b|5i4h|95
7g7f 8c8d 7i7h 3c3d 7h7g 7a7b 2g2f 6c6d 2f2e 4a3b|6i7h|95
2g2f 3c3d 2f2e 4a3b 2e2d 2c2d 2h2d 8c8d 6i7h 3b3c|2d2h|94
2g2f 8c8d 7g7f 4a3b 7i7h 3c3d 7h7g 3a4b 2f2e 4b3c|3g3f|94
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 6i7h 2b7g+|8h7g|94
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 7a7b 9g9f 8e8f|8g8f|93
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 5a5b 7g7f 8e8f|8g8f|93
2g2f 3c3d 7g7f 2b8h+ 7i8h 3a2b 3i4h 2b3c 3g3f 9c9d|9g9f|92
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i8h 4a3b 3i4h 2b7g+|8h7g|92
7g7f 4a3b 2g2f 8c8d 2f2e 8d8e 8h7g 3c3d 7i7h 2b7g+|7h7g|92
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 4a3b|3i3h|92
7g7f 8c8d 7i6h 3c3d 6h7g 7a6b 2g2f 3a4b 3i4h 4a3b|6i7h|92
2g2f 8c8d 2f2e 4a3b 6i7h 1c1d 7g7f 8d8e 8h7g 3c3d|2e2d|91
5i4h 8b3b 3i3h 5a6b 1i1h 6b7b 6i5h 3c3d 7i6h 3d3e|1g1f|91
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 7a7b 9g9f 9c9d|3g3f|90
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 2e2d 2c2d 2h2d P*2c|2d2f|90
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 9c9d 6i7h 1c1d|5i5h|90
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 7i7h 8c8d 8h7i 3a4b|5g5f|90
7g7f 3c3d 2g2f 8c8d 2f2e 4a3b 5i5h 8d8e 2e2d 2c2d|2h2d|90
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 1g1f 1c1d|9g9f|89
2g2f 8c8d 7g7f 3c3d 2f2e 8d8e 2e2d 2c2d 2h2d 4a3b|6i7h|89
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 7i7h 3a3b 5g5f 3b4c|3g3f|89
7g7f 8c8d 2g2f 8d8e 2f2e 3c3d 6i7h 4a3b 2e2d 2c2d|2h2d|89
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 2b7g+ 8h7g 3a3b|2f2e|89
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 9g9f 6b7b 9f9e 5c5d|5i6h|88
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i8h 3a4b|2e2d|87
2g2f 3c3d 7g7f 4c4d 3g3f 3a3b 2f2e 2b3c 3i4h 3b4c|5i6h|86
7g7f 8b5b 3i4h 5a6b 5i6h 6b7b 2g2f 3c3d 2f2e 7b8b|6h7h|86
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3i4h 9c9d 5i6h 9d9e|6h7h|85
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 1c1d 9g9f 9c9d|3g3f|85
2g2f 8c8d 2f2e 8d8e 7g7f 3c3d 2e2d 2c2d 2h2d 4a3b|6i7h|85
7g7f 4a3b 2g2f 3c3d 2f2e 8c8d 6i7h 8d8e 2e2d 2c2d|2h2d|85
2g2f 3c3d 7g7f 5c5d 2f2e 8b5b 3i4h 5d5e 5i6h 2b3c|3g3f|84
5g5f 8c8d 7g7f 3c3d 5f5e 8d8e 8h7g 7c7d 2h5h 5a4b|5i4h|84
2g2f 3c3d 7g7f 4c4d 3i4h 3a4b 2f2e 2b3c 3g3f 4b4c|5i6h|83
2g2f 3c3d 7g7f 8b4b 2f2e 5a6b 9g9f 4c4d 2e2d 2c2d|2h2d|83
2g2f 8c8d 2f2e 8d8e 6i7h 1c1d 3i3h 4a3b 9g9f 7a7b|3g3f|83
2g2f 9c9d 2f2e 4a3b 7g7f 8c8d 6i7h 8d8e 8h7g 3c3d|7i8h|83
7g7f 3c3d 6g6f 3a3b 7i7h 7a6b 7h7g 5a4b 6i7h 2b5e|5g5f|83
7g7f 8c8d 1g1f 3c3d 1f1e 8d8e 8h2b+ 3a2b 7i8h 7a6b|8h7g|83
7g7f 3c3d 2g2f 4c4d 7i7h 8b4b 2f2e 2b3c 9g9f 5a6b|9f9e|82
7g7f 8c8d 2g2f 4a3b 6i7h 8d8e 8h7g 3c3d 7i8h 3a4b|7g2b+|82
2g2f 8c8d 7g7f 4a3b 6i7h 8d8e 8h7g 3c3d 7i6h 3a4b|7g2b+|81
6i7h 8c8d 7g7f 8d8e 2g2f 8e8f 8g8f 8b8f 2f2e 4a3b|2e2d|81
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 9c9d 5i6h 9d9e|6h7h|81
2g2f 3c3d 7g7f 8c8d 2f2e 4a3b 6i7h 2b8h+ 7i8h 3a2b|3g3f|80
6i7h 8c8d 2g2f 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 1c1d|3g3f|80
7g7f 8c8d 7i6h 5a4b 2g2f 3c3d 6h7g 4a3b 6i7h 7a7b|3i4h|80
2g2f 3c3d 7g7f 4c4d 3i4h 3a3b 5i6h 3b4c 4g4f 9c9d|9g9f|79
2h7h 8c8d 7g7f 1c1d 1g1f 8d8e 8h7g 3c3d 6g6f 5a4b|3i3h|79
2h7h 8c8d 7g7f 8d8e 8h7g 5a4b 1g1f 1c1d 6g6f 4b3b|5i4h|79
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 9c9d 5i6h 3a3b|6h7h|79
2h7h 3c3d 7i6h 8c8d 7g7f 1c1d 1g1f 7a7b 6g6f 5a4b|8h7g|78
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 8b4b 5i6h 7a7b|6h7h|78
7g7f 8c8d 1g1f 3c3d 1f1e 8d8e 6i7h 5a4b 8h7g 2b7g+|7h7g|78
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4a3b 3g3f 7a6b|3i4h|78
7g7f 8c8d 5g5f 8d8e 8h7g 3c3d 5f5e 7a6b 7i6h 7c7d|2h5h|78
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 7a7b 9g9f 1c1d|3g3f|77
2g2f 8c8d 7g7f 8d8e 6i7h 8e8f 8g8f 8b8f 2f2e 4a3b|2e2d|77
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b|6i7h|77
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i7h 4a3b 3i3h 7a6b|2f2e|77
7g7f 3c3d 2g2f 4c4d 3i4h 3a3b 5g5f 8b4b 5i6h 5a6b|6h7h|77
7g7f 3c3d 2g2f 4c4d 3i4h 8b4b 5i6h 5a6b 6h7h 6b7b|5g5f|77
7g7f 8c8d 2h7h 8d8e 8h7g 3c3d 6g6f 1c1d 1g1f 5a4b|5i4h|77
7g7f 8c8d 7i6h 3c3d 6h7g 7c7d 2g2f 8a7c 2f2e 8d8e|6i7h|77
2g2f 3c3d 7g7f 4c4d 3i4h 8b3b 2f2e 2b3c 5i6h 5a6b|6h7h|76
2g2f 4a3b 7g7f 3c3d 2f2e 8c8d 6i7h 8d8e 2e2d 2c2d|2h2d|76
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d 5i5h 2b8h+ 7i8h 3a2b|6i7h|76
7g7f 3c3d 2g2f 9c9d 2f2e 9d9e 5i6h 2b8h+ 7i8h 3a2b|3i4h|76
2h7h 3c3d 7i6h 8c8d 7g7f 8d8e 1g1f 1c1d 8h2b+ 3a2b|7h8h|75
7g7f 3c3d 2g2f 4a3b 2f2e 8c8d 6i7h 2b8h+ 7i8h 3a2b|3i3h|75
7g7f 3c3d 6g6f 8c8d 2h7h 8d8e 8h7g 5a4b 7i6h 7a6b|5i4h|75
7g7f 4a3b 2g2f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 4c4d|4g4f|75
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i7h 2b7g+ 7h7g 3a2b|6i7h|75
7g7f 8c8d 5g5f 3c3d 5f5e 7a6b 2h5h 5a4b 5i4h 4b3b|4h3h|75
7g7f 8c8d 7i6h 3c3d 6h7g 7a7b 2g2f 7c7d 2f2e 4a3b|6i7h|75
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 3i4h 8b4b 9g9f 9c9d|5i6h|74
2g2f 8c8d 2f2e 8d8e 2e2d 2c2d 6i7h 8b8d 7g7f 5a6b|3i4h|74
7g7f 3c3d 2g2f 4c4d 2f2e 2b3c 3i4h 3a3b 5g5f 3b4c|5i6h|74
7g7f 8b5b 2g2f 5a6b 5i6h 6b7b 2f2e 7b8b 6h7h 3c3d|2e2d|74
2g2f 3c3d 5i6h 8c8d 7g7f 8d8e 6i7h 4a3b 8h2b+ 3a2b|B*7g|73
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 8e8f 8g8f 8b8f|P*8g|73
7g7f 3c3d 2g2f 4a3b 6i7h 5a4b 8h2b+ 3a2b 7i8h B*5e|B*4e|73
7g7f 3c3d 2g2f 8c8d 2f2e 4a3b 5i5h 2b8h+ 7i8h 3a2b|6i7h|73
7g7f 8c8d 7i7h 3c3d 7h7g 7c7d 2g2f 7a6b 2f2e 4a3b|2e2d|73
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 7a7b 3i3h 5a5b|2e2d|72
2h7h 1c1d 1g1f 3c3d 7i6h 8c8d 7g7f 8d8e 5i4h 5a4b|4h3h|72
6i7h 3c3d 7g7f 8c8d 2g2f 4a3b 2f2e 5a4b 2e2d 2c2d|2h2d|72
7g7f 8b5b 2g2f 5a6b 2f2e 3c3d 5i6h 6b7b 6h7h 7b8b|3i4h|72
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i6h 2b4d|1g1f|72
2g2f 4a3b 2f2e 8c8d 6i7h 8d8e 3i3h 1c1d 9g9f 7a7b|3g3f|71
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 5i5h 8e8f 8g8f 8b8f|P*8g|71
7g7f 8c8d 2g2f 3c3d 2f2e 4a3b 5i5h 8d8e 2e2d 2c2d|2h2d|71
7g7f 8c8d 2g2f 8d8e 8h7g 3c3d 7i8h 4c4d 5i6h 3a4b|3i4h|71
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 5a5b|2e2d|70
2g2f 8c8d 7g7f 8d8e 8h7g 3c3d 7i6h 4c4d 4g4f 4a3b|6i7h|70
7g7f 8b5b 2h7h 5a6b 5i4h 6b7b 7f7e 7b8b 4h3h 5c5d|3h2h|70
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i6h 2b3c|7g3c+|70
2g2f 3c3d 7g7f 4c4d 3i4h 8b4b 9g9f 9c9d 5i6h 3a3b|5g5f|69
2g2f 3c3d 7g7f 8c8d 6i7h 4c4d 7i6h 4a3b 2f2e 2b3c|8h5e|69
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 5a5b 9g9f 7a7b|4g4f|69
7g7f 3c3d 2g2f 4a3b 6i7h 8c8d 2f2e 8d8e 2e2d 2c2d|2h2d|69
7g7f 8c8d 2g2f 8d8e 2f2e 4a3b 8h7g 3c3d 7i8h 5a4b|2e2d|69
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 7i8h 2b7g|8h7g|68
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 1c1d|3g3f|68
2g2f 8c8d 7g7f 8d8e 7i6h 8e8f 8g8f 8b8f 6i7h 8f7f|6h7g|68
2h7h 8c8d 7g7f 8d8e 8h7g 7a6b 1g1f 1c1d 5i4h 5a4b|3i3h|68
6i7h 4a3b 2g2f 3c3d 7g7f 5a4b 2f2e 8c8d 2e2d 2c2d|2h2d|68
7g7f 9c9d 2g2f 9d9e 2f2e 3c3d 5i6h 2b8h+ 7i8h 3a2b|3i4h|68
5g5f 8c8d 7g7f 8d8e 8h7g 3c3d 2h8h 1c1d 1g1f 5a4b|7i6h|67
7g7f 3c3d 2g2f 4c4d 3i4h 9c9d 5g5f 9d9e 4i5h 3a4b|5i6h|67
2g2f 8c8d 2f2e 8d8e 6i7h 1c1d 2e2d 2c2d 2h2d 4a3b|2d2f|66
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 9g9f 7a7b 3i3h 9c9d|5i6h|66
2g2f 8c8d 2f2e 8d8e 7g7f 4a3b 8h7g 3c3d 6g6f 2b3c|1g1f|66
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 6i7h 7a7b 3i3h 5a5b|4g4f|66
2h7h 8c8d 7g7f 8d8e 8h7g 1c1d 1g1f 7a6b 5i4h 5a4b|3i3h|66
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 2b7g+ 6h7g 4a3b|3i3h|66
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 5i6h 3a3b 6h7h 3b4c|6i6h|65
7g7f 4a3b 2g2f 8c8d 6i7h 8d8e 8h7g 3c3d 7i8h 3a4b|7g2b+|65
7g7f 8c8d 2g2f 4a3b 2f2e 3c3d 5i5h 8d8e 2e2d 2c2d|2h2d|65
2g2f 3c3d 7g7f 8c8d 6i7h 4a3b 2f2e 8d8e 2e2d 2c2d|2h2d|64
2g2f 8c8d 2f2e 8d8e 9g9f 4a3b 3i3h 7a7b 6i7h 1c1d|3g3f|64
2g2f 8c8d 6i7h 8d8e 2f2e 4a3b 9g9f 7a7b 3i3h 9c9d|5i6h|64
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 3i4h 5d5e 5i6h 2b3c|3g3f|64
7g7f 8c8d 2g2f 4a3b 2f2e 8d8e 8h7g 3c3d 7i8h 2b3c|7g3c+|64
7g7f 8c8d 6i7h 4a3b 2g2f 8d8e 8h7g 3c3d 7i6h 3a4b|7g2b+|64
7g7f 8c8d 7i6h 3c3d 6g6f 8d8e 6h7g 7a6b 4i5h 6c6d|5g5f|64
2g2f 3c3d 7g7f 4c4d 2f2e 2b3c 5i6h 9c9d 6h7h 9d9e|4i5h|63
2g2f 3c3d 7g7f 4c4d 7i7h 8b4b 2f2e 2b3c 9g9f 9c9d|3i4h|63
2g2f 9c9d 2f2e 4a3b 7g7f 8c8d 2e2d 2c2d 2h2d P*2c|2d2h|63
7g7f 3c3d 2g2f 5c5d 2f2e 8b5b 5i6h 5d5e 3i4h 2b3c|3g3f|63
7g7f 3c3d 6g6f 8c8d 7i6h 8d8e 6h7g 5a4b 2g2f 3a3b|2f2e|63
7g7f 5a4b 2g2f 6a5a 2f2e 8b6b 2e2d 2c2d 2h2d 7a7b|P*2c|63
7g7f 8c8d 6i7h 8d8e 8h7g 3c3d 7i6h 7a6b 2g2f 2b7g+|6h7g|63
7g7f 8c8d 7i6h 5a4b 6h7g 3c3d 6i7h 8d8e 5i6h 7c7d|4i5h|63
2g2f 4a3b 2f2e 8c8d 7g7f 3c3d 6i7h 8d8e 2e2d 2c2d|2h2d|62
2g2f 8c8d 2f2e 4a3b 7g7f 8d8e 8h7g 3c3d 7i6h 5a4b|2e2d|62
2g2f 8c8d 2f2e 8d8e 6i7h 4a3b 3i3h 7a7b 5i5h 8e8f|8g8f|62
2g2f 8c8d 7g7f 8d8e 2f2e 4a3b 8h7g 3c3d 7i6h 9c9d|9g9f|62
5g5f 3c3d 2h5h 8c8d 5f5e 5a4b 5i4h 7a6b 7g7f 4b3b|1g1f|62
